YEAR,STATE,STATE ANSI,COMMODITY,DATA ITEM,METRIC,VALUE
2011,MINNESOTA,27,SOYBEANS , ACRES PLANTED, ACRES PLANTED,7100000
2011,MINNESOTA,27,SOYBEANS , YIELD, MEASURED IN BU / ACRE,39
2011,MISSISSIPPI,28,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1800000
2011,MISSISSIPPI,28,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1830000
2011,MISSISSIPPI,28,SOYBEANS , YIELD, MEASURED IN BU / ACRE,39
2011,MISSOURI,29,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,5210000
2011,MISSOURI,29,SOYBEANS , ACRES PLANTED, ACRES PLANTED,5350000
2011,MISSOURI,29,SOYBEANS , YIELD, MEASURED IN BU / ACRE,36.5
2011,NEBRASKA,31,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4840000
2011,NEBRASKA,31,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4900000
2011,NEBRASKA,31,SOYBEANS , YIELD, MEASURED IN BU / ACRE,54
2011,NEW JERSEY,34,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,86000
2011,NEW JERSEY,34,SOYBEANS , ACRES PLANTED, ACRES PLANTED,88000
2011,NEW JERSEY,34,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38
2011,NEW YORK,36,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,277000
2011,NEW YORK,36,SOYBEANS , ACRES PLANTED, ACRES PLANTED,280000
2011,NEW YORK,36,SOYBEANS , YIELD, MEASURED IN BU / ACRE,43
2011,NORTH CAROLINA,37,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1360000
2011,NORTH CAROLINA,37,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1380000
2011,NORTH CAROLINA,37,SOYBEANS , YIELD, MEASURED IN BU / ACRE,30.5
2011,NORTH DAKOTA,38,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,3960000
2011,NORTH DAKOTA,38,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4000000
2011,NORTH DAKOTA,38,SOYBEANS , YIELD, MEASURED IN BU / ACRE,29
2011,OHIO,39,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4540000
2011,OHIO,39,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4550000
2011,OHIO,39,SOYBEANS , YIELD, MEASURED IN BU / ACRE,48
2011,OKLAHOMA,40,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,265000
2011,OKLAHOMA,40,SOYBEANS , ACRES PLANTED, ACRES PLANTED,440000
2011,OKLAHOMA,40,SOYBEANS , YIELD, MEASURED IN BU / ACRE,13
2011,PENNSYLVANIA,42,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,490000
2011,PENNSYLVANIA,42,SOYBEANS , ACRES PLANTED, ACRES PLANTED,500000
2011,PENNSYLVANIA,42,SOYBEANS , YIELD, MEASURED IN BU / ACRE,44
2011,SOUTH CAROLINA,45,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,360000
2011,SOUTH CAROLINA,45,SOYBEANS , ACRES PLANTED, ACRES PLANTED,370000
2011,SOUTH CAROLINA,45,SOYBEANS , YIELD, MEASURED IN BU / ACRE,25.5
2011,SOUTH DAKOTA,46,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4070000
2011,SOUTH DAKOTA,46,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4100000
2011,SOUTH DAKOTA,46,SOYBEANS , YIELD, MEASURED IN BU / ACRE,37
2011,TENNESSEE,47,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1260000
2011,TENNESSEE,47,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1290000
2011,TENNESSEE,47,SOYBEANS , YIELD, MEASURED IN BU / ACRE,32
2011,TEXAS,48,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,90000
2011,TEXAS,48,SOYBEANS , ACRES PLANTED, ACRES PLANTED,165000
2011,TEXAS,48,SOYBEANS , YIELD, MEASURED IN BU / ACRE,19
2011,VIRGINIA,51,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,550000
2011,VIRGINIA,51,SOYBEANS , ACRES PLANTED, ACRES PLANTED,560000
2011,VIRGINIA,51,SOYBEANS , YIELD, MEASURED IN BU / ACRE,40
2011,WEST VIRGINIA,54,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,19000
2011,WEST VIRGINIA,54,SOYBEANS , ACRES PLANTED, ACRES PLANTED,20000
2011,WEST VIRGINIA,54,SOYBEANS , YIELD, MEASURED IN BU / ACRE,43
2011,WISCONSIN,55,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1610000
2011,WISCONSIN,55,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1620000
2011,WISCONSIN,55,SOYBEANS , YIELD, MEASURED IN BU / ACRE,47
2010,ALABAMA,1,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,345000
2010,ALABAMA,1,SOYBEANS , ACRES PLANTED, ACRES PLANTED,350000
2010,ALABAMA,1,SOYBEANS , YIELD, MEASURED IN BU / ACRE,26
2010,ARKANSAS,5,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,3150000
2010,ARKANSAS,5,SOYBEANS , ACRES PLANTED, ACRES PLANTED,3190000
2010,ARKANSAS,5,SOYBEANS , YIELD, MEASURED IN BU / ACRE,35
2010,DELAWARE,10,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,173000
2010,DELAWARE,10,SOYBEANS , ACRES PLANTED, ACRES PLANTED,175000
2010,DELAWARE,10,SOYBEANS , YIELD, MEASURED IN BU / ACRE,32
2010,FLORIDA,12,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,23000
2010,FLORIDA,12,SOYBEANS , ACRES PLANTED, ACRES PLANTED,25000
2010,FLORIDA,12,SOYBEANS , YIELD, MEASURED IN BU / ACRE,30
2010,GEORGIA,13,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,255000
2010,GEORGIA,13,SOYBEANS , ACRES PLANTED, ACRES PLANTED,270000
2010,GEORGIA,13,SOYBEANS , YIELD, MEASURED IN BU / ACRE,26
2010,ILLINOIS,17,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,9050000
2010,ILLINOIS,17,SOYBEANS , ACRES PLANTED, ACRES PLANTED,9100000
2010,ILLINOIS,17,SOYBEANS , YIELD, MEASURED IN BU / ACRE,51.5
2010,INDIANA,18,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,5330000
2010,INDIANA,18,SOYBEANS , ACRES PLANTED, ACRES PLANTED,5350000
2010,INDIANA,18,SOYBEANS , YIELD, MEASURED IN BU / ACRE,48.5
2010,IOWA,19,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,9730000
2010,IOWA,19,SOYBEANS , ACRES PLANTED, ACRES PLANTED,9800000
2010,IOWA,19,SOYBEANS , YIELD, MEASURED IN BU / ACRE,51
2010,KANSAS,20,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4250000
2010,KANSAS,20,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4300000
2010,KANSAS,20,SOYBEANS , YIELD, MEASURED IN BU / ACRE,33
2010,KENTUCKY,21,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1390000
2010,KENTUCKY,21,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1400000
2010,KENTUCKY,21,SOYBEANS , YIELD, MEASURED IN BU / ACRE,34
2010,LOUISIANA,22,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1020000
2010,LOUISIANA,22,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1030000
2010,LOUISIANA,22,SOYBEANS , YIELD, MEASURED IN BU / ACRE,41
2010,MARYLAND,24,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,465000
2010,MARYLAND,24,SOYBEANS , ACRES PLANTED, ACRES PLANTED,470000
2010,MARYLAND,24,SOYBEANS , YIELD, MEASURED IN BU / ACRE,34
2010,MICHIGAN,26,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,2040000
2010,MICHIGAN,26,SOYBEANS , ACRES PLANTED, ACRES PLANTED,2050000
2010,MICHIGAN,26,SOYBEANS , YIELD, MEASURED IN BU / ACRE,43.5
2010,MINNESOTA,27,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,7310000
2010,MINNESOTA,27,SOYBEANS , ACRES PLANTED, ACRES PLANTED,7400000
2010,MINNESOTA,27,SOYBEANS , YIELD, MEASURED IN BU / ACRE,45
2010,MISSISSIPPI,28,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1980000
2010,MISSISSIPPI,28,SOYBEANS , ACRES PLANTED, ACRES PLANTED,2000000
2010,MISSISSIPPI,28,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38.5
2010,MISSOURI,29,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,5070000
2010,MISSOURI,29,SOYBEANS , ACRES PLANTED, ACRES PLANTED,5150000
2010,MISSOURI,29,SOYBEANS , YIELD, MEASURED IN BU / ACRE,41.5
2010,NEBRASKA,31,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,5100000
2010,NEBRASKA,31,SOYBEANS , ACRES PLANTED, ACRES PLANTED,5150000
2010,NEBRASKA,31,SOYBEANS , YIELD, MEASURED IN BU / ACRE,52.5
2010,NEW JERSEY,34,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,92000
2010,NEW JERSEY,34,SOYBEANS , ACRES PLANTED, ACRES PLANTED,94000
2010,NEW JERSEY,34,SOYBEANS , YIELD, MEASURED IN BU / ACRE,24
2010,NEW YORK,36,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,279000
2010,NEW YORK,36,SOYBEANS , ACRES PLANTED, ACRES PLANTED,280000
2010,NEW YORK,36,SOYBEANS , YIELD, MEASURED IN BU / ACRE,48
2010,NORTH CAROLINA,37,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1550000
2010,NORTH CAROLINA,37,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1580000
2010,NORTH CAROLINA,37,SOYBEANS , YIELD, MEASURED IN BU / ACRE,26
2010,NORTH DAKOTA,38,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4070000
2010,NORTH DAKOTA,38,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4100000
2010,NORTH DAKOTA,38,SOYBEANS , YIELD, MEASURED IN BU / ACRE,34
2010,OHIO,39,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4590000
2010,OHIO,39,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4600000
2010,OHIO,39,SOYBEANS , YIELD, MEASURED IN BU / ACRE,48
2010,OKLAHOMA,40,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,475000
2010,OKLAHOMA,40,SOYBEANS , ACRES PLANTED, ACRES PLANTED,500000
2010,OKLAHOMA,40,SOYBEANS , YIELD, MEASURED IN BU / ACRE,25
2010,PENNSYLVANIA,42,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,495000
2010,PENNSYLVANIA,42,SOYBEANS , ACRES PLANTED, ACRES PLANTED,500000
2010,PENNSYLVANIA,42,SOYBEANS , YIELD, MEASURED IN BU / ACRE,42
2010,SOUTH CAROLINA,45,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,455000
2010,SOUTH CAROLINA,45,SOYBEANS , ACRES PLANTED, ACRES PLANTED,465000
2010,SOUTH CAROLINA,45,SOYBEANS , YIELD, MEASURED IN BU / ACRE,23
2010,SOUTH DAKOTA,46,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4140000
2010,SOUTH DAKOTA,46,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4200000
2010,SOUTH DAKOTA,46,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38
2010,TENNESSEE,47,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1410000
2010,TENNESSEE,47,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1450000
2010,TENNESSEE,47,SOYBEANS , YIELD, MEASURED IN BU / ACRE,31
2010,TEXAS,48,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,185000
2010,TEXAS,48,SOYBEANS , ACRES PLANTED, ACRES PLANTED,205000
2010,TEXAS,48,SOYBEANS , YIELD, MEASURED IN BU / ACRE,30
2010,VIRGINIA,51,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,540000
2010,VIRGINIA,51,SOYBEANS , ACRES PLANTED, ACRES PLANTED,560000
2010,VIRGINIA,51,SOYBEANS , YIELD, MEASURED IN BU / ACRE,26
2010,WEST VIRGINIA,54,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,18000
2010,WEST VIRGINIA,54,SOYBEANS , ACRES PLANTED, ACRES PLANTED,20000
2010,WEST VIRGINIA,54,SOYBEANS , YIELD, MEASURED IN BU / ACRE,30
2010,WISCONSIN,55,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1630000
2010,WISCONSIN,55,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1640000
2010,WISCONSIN,55,SOYBEANS , YIELD, MEASURED IN BU / ACRE,50.5
2009,ALABAMA,1,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,430000
2009,ALABAMA,1,SOYBEANS , ACRES PLANTED, ACRES PLANTED,440000
2009,ALABAMA,1,SOYBEANS , YIELD, MEASURED IN BU / ACRE,40
2009,ARKANSAS,5,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,3270000
2009,ARKANSAS,5,SOYBEANS , ACRES PLANTED, ACRES PLANTED,3420000
2009,ARKANSAS,5,SOYBEANS , YIELD, MEASURED IN BU / ACRE,37.5
2009,DELAWARE,10,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,183000
2009,DELAWARE,10,SOYBEANS , ACRES PLANTED, ACRES PLANTED,185000
2009,DELAWARE,10,SOYBEANS , YIELD, MEASURED IN BU / ACRE,42
2009,FLORIDA,12,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,34000
2009,FLORIDA,12,SOYBEANS , ACRES PLANTED, ACRES PLANTED,37000
2009,FLORIDA,12,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38
2009,GEORGIA,13,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,440000
2009,GEORGIA,13,SOYBEANS , ACRES PLANTED, ACRES PLANTED,470000
2009,GEORGIA,13,SOYBEANS , YIELD, MEASURED IN BU / ACRE,36
2009,ILLINOIS,17,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,9350000
2009,ILLINOIS,17,SOYBEANS , ACRES PLANTED, ACRES PLANTED,9400000
2009,ILLINOIS,17,SOYBEANS , YIELD, MEASURED IN BU / ACRE,46
2009,INDIANA,18,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,5440000
2009,INDIANA,18,SOYBEANS , ACRES PLANTED, ACRES PLANTED,5450000
2009,INDIANA,18,SOYBEANS , YIELD, MEASURED IN BU / ACRE,49
2009,IOWA,19,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,9530000
2009,IOWA,19,SOYBEANS , ACRES PLANTED, ACRES PLANTED,9600000
2009,IOWA,19,SOYBEANS , YIELD, MEASURED IN BU / ACRE,51
2009,KANSAS,20,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,3650000
2009,KANSAS,20,SOYBEANS , ACRES PLANTED, ACRES PLANTED,3700000
2009,KANSAS,20,SOYBEANS , YIELD, MEASURED IN BU / ACRE,44.5
2009,KENTUCKY,21,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1420000
2009,KENTUCKY,21,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1430000
2009,KENTUCKY,21,SOYBEANS , YIELD, MEASURED IN BU / ACRE,48
2009,LOUISIANA,22,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,940000
2009,LOUISIANA,22,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1020000
2009,LOUISIANA,22,SOYBEANS , YIELD, MEASURED IN BU / ACRE,39
2009,MARYLAND,24,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,475000
2009,MARYLAND,24,SOYBEANS , ACRES PLANTED, ACRES PLANTED,485000
2009,MARYLAND,24,SOYBEANS , YIELD, MEASURED IN BU / ACRE,42
2009,MICHIGAN,26,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1990000
2009,MICHIGAN,26,SOYBEANS , ACRES PLANTED, ACRES PLANTED,2000000
2009,MICHIGAN,26,SOYBEANS , YIELD, MEASURED IN BU / ACRE,40
2009,MINNESOTA,27,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,7120000
2009,MINNESOTA,27,SOYBEANS , ACRES PLANTED, ACRES PLANTED,7200000
2009,MINNESOTA,27,SOYBEANS , YIELD, MEASURED IN BU / ACRE,40
2009,MISSISSIPPI,28,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,2030000
2009,MISSISSIPPI,28,SOYBEANS , ACRES PLANTED, ACRES PLANTED,2160000
2009,MISSISSIPPI,28,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38
2009,MISSOURI,29,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,5300000
2009,MISSOURI,29,SOYBEANS , ACRES PLANTED, ACRES PLANTED,5350000
2009,MISSOURI,29,SOYBEANS , YIELD, MEASURED IN BU / ACRE,43.5
2009,NEBRASKA,31,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4760000
2009,NEBRASKA,31,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4800000
2009,NEBRASKA,31,SOYBEANS , YIELD, MEASURED IN BU / ACRE,54.5
2009,NEW JERSEY,34,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,87000
2009,NEW JERSEY,34,SOYBEANS , ACRES PLANTED, ACRES PLANTED,89000
2009,NEW JERSEY,34,SOYBEANS , YIELD, MEASURED IN BU / ACRE,42
2009,NEW YORK,36,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,254000
2009,NEW YORK,36,SOYBEANS , ACRES PLANTED, ACRES PLANTED,255000
2009,NEW YORK,36,SOYBEANS , YIELD, MEASURED IN BU / ACRE,43
2009,NORTH CAROLINA,37,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1750000
2009,NORTH CAROLINA,37,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1800000
2009,NORTH CAROLINA,37,SOYBEANS , YIELD, MEASURED IN BU / ACRE,34
2009,NORTH DAKOTA,38,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,3870000
2009,NORTH DAKOTA,38,SOYBEANS , ACRES PLANTED, ACRES PLANTED,3900000
2009,NORTH DAKOTA,38,SOYBEANS , YIELD, MEASURED IN BU / ACRE,30
2009,OHIO,39,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4530000
2009,OHIO,39,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4550000
2009,OHIO,39,SOYBEANS , YIELD, MEASURED IN BU / ACRE,49
2009,OKLAHOMA,40,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,390000
2009,OKLAHOMA,40,SOYBEANS , ACRES PLANTED, ACRES PLANTED,405000
2009,OKLAHOMA,40,SOYBEANS , YIELD, MEASURED IN BU / ACRE,31
2009,PENNSYLVANIA,42,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,445000
2009,PENNSYLVANIA,42,SOYBEANS , ACRES PLANTED, ACRES PLANTED,450000
2009,PENNSYLVANIA,42,SOYBEANS , YIELD, MEASURED IN BU / ACRE,46
2009,SOUTH CAROLINA,45,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,565000
2009,SOUTH CAROLINA,45,SOYBEANS , ACRES PLANTED, ACRES PLANTED,590000
2009,SOUTH CAROLINA,45,SOYBEANS , YIELD, MEASURED IN BU / ACRE,24.5
2009,SOUTH DAKOTA,46,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4190000
2009,SOUTH DAKOTA,46,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4250000
2009,SOUTH DAKOTA,46,SOYBEANS , YIELD, MEASURED IN BU / ACRE,42
2009,TENNESSEE,47,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1530000
2009,TENNESSEE,47,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1570000
2009,TENNESSEE,47,SOYBEANS , YIELD, MEASURED IN BU / ACRE,45
2009,TEXAS,48,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,190000
2009,TEXAS,48,SOYBEANS , ACRES PLANTED, ACRES PLANTED,215000
2009,TEXAS,48,SOYBEANS , YIELD, MEASURED IN BU / ACRE,25.5
2009,VIRGINIA,51,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,570000
2009,VIRGINIA,51,SOYBEANS , ACRES PLANTED, ACRES PLANTED,580000
2009,VIRGINIA,51,SOYBEANS , YIELD, MEASURED IN BU / ACRE,37
2009,WEST VIRGINIA,54,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,19000
2009,WEST VIRGINIA,54,SOYBEANS , ACRES PLANTED, ACRES PLANTED,20000
2009,WEST VIRGINIA,54,SOYBEANS , YIELD, MEASURED IN BU / ACRE,41
2009,WISCONSIN,55,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1620000
2009,WISCONSIN,55,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1630000
2009,WISCONSIN,55,SOYBEANS , YIELD, MEASURED IN BU / ACRE,40
2008,ALABAMA,1,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,350000
2008,ALABAMA,1,SOYBEANS , ACRES PLANTED, ACRES PLANTED,360000
2008,ALABAMA,1,SOYBEANS , YIELD, MEASURED IN BU / ACRE,35
2008,ARKANSAS,5,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,3250000
2008,ARKANSAS,5,SOYBEANS , ACRES PLANTED, ACRES PLANTED,3300000
2008,ARKANSAS,5,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38
2008,DELAWARE,10,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,193000
2008,DELAWARE,10,SOYBEANS , ACRES PLANTED, ACRES PLANTED,195000
2008,DELAWARE,10,SOYBEANS , YIELD, MEASURED IN BU / ACRE,27.5
2008,FLORIDA,12,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,29000
2008,FLORIDA,12,SOYBEANS , ACRES PLANTED, ACRES PLANTED,32000
2008,FLORIDA,12,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38
2008,GEORGIA,13,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,415000
2008,GEORGIA,13,SOYBEANS , ACRES PLANTED, ACRES PLANTED,430000
2008,GEORGIA,13,SOYBEANS , YIELD, MEASURED IN BU / ACRE,31
2008,ILLINOIS,17,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,9120000
2008,ILLINOIS,17,SOYBEANS , ACRES PLANTED, ACRES PLANTED,9200000
2008,ILLINOIS,17,SOYBEANS , YIELD, MEASURED IN BU / ACRE,47
2008,INDIANA,18,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,5430000
2008,INDIANA,18,SOYBEANS , ACRES PLANTED, ACRES PLANTED,5450000
2008,INDIANA,18,SOYBEANS , YIELD, MEASURED IN BU / ACRE,45
2008,IOWA,19,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,9670000
2008,IOWA,19,SOYBEANS , ACRES PLANTED, ACRES PLANTED,9750000
2008,IOWA,19,SOYBEANS , YIELD, MEASURED IN BU / ACRE,46.5
2008,KANSAS,20,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,3250000
2008,KANSAS,20,SOYBEANS , ACRES PLANTED, ACRES PLANTED,3300000
2008,KANSAS,20,SOYBEANS , YIELD, MEASURED IN BU / ACRE,37
2008,KENTUCKY,21,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1380000
2008,KENTUCKY,21,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1390000
2008,KENTUCKY,21,SOYBEANS , YIELD, MEASURED IN BU / ACRE,34.5
2008,LOUISIANA,22,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,950000
2008,LOUISIANA,22,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1050000
2008,LOUISIANA,22,SOYBEANS , YIELD, MEASURED IN BU / ACRE,33
2008,MARYLAND,24,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,485000
2008,MARYLAND,24,SOYBEANS , ACRES PLANTED, ACRES PLANTED,495000
2008,MARYLAND,24,SOYBEANS , YIELD, MEASURED IN BU / ACRE,30
2008,MICHIGAN,26,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1890000
2008,MICHIGAN,26,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1900000
2008,MICHIGAN,26,SOYBEANS , YIELD, MEASURED IN BU / ACRE,37
2008,MINNESOTA,27,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,6970000
2008,MINNESOTA,27,SOYBEANS , ACRES PLANTED, ACRES PLANTED,7050000
2008,MINNESOTA,27,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38
2008,MISSISSIPPI,28,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1960000
2008,MISSISSIPPI,28,SOYBEANS , ACRES PLANTED, ACRES PLANTED,2000000
2008,MISSISSIPPI,28,SOYBEANS , YIELD, MEASURED IN BU / ACRE,40
2008,MISSOURI,29,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,5030000
2008,MISSOURI,29,SOYBEANS , ACRES PLANTED, ACRES PLANTED,5200000
2008,MISSOURI,29,SOYBEANS , YIELD, MEASURED IN BU / ACRE,38
2008,NEBRASKA,31,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4860000
2008,NEBRASKA,31,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4900000
2008,NEBRASKA,31,SOYBEANS , YIELD, MEASURED IN BU / ACRE,46.5
2008,NEW JERSEY,34,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,90000
2008,NEW JERSEY,34,SOYBEANS , ACRES PLANTED, ACRES PLANTED,92000
2008,NEW JERSEY,34,SOYBEANS , YIELD, MEASURED IN BU / ACRE,30
2008,NEW YORK,36,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,226000
2008,NEW YORK,36,SOYBEANS , ACRES PLANTED, ACRES PLANTED,230000
2008,NEW YORK,36,SOYBEANS , YIELD, MEASURED IN BU / ACRE,46
2008,NORTH CAROLINA,37,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,1670000
2008,NORTH CAROLINA,37,SOYBEANS , ACRES PLANTED, ACRES PLANTED,1690000
2008,NORTH CAROLINA,37,SOYBEANS , YIELD, MEASURED IN BU / ACRE,33
2008,NORTH DAKOTA,38,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,3760000
2008,NORTH DAKOTA,38,SOYBEANS , ACRES PLANTED, ACRES PLANTED,3800000
2008,NORTH DAKOTA,38,SOYBEANS , YIELD, MEASURED IN BU / ACRE,28
2008,OHIO,39,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,4480000
2008,OHIO,39,SOYBEANS , ACRES PLANTED, ACRES PLANTED,4500000
2008,OHIO,39,SOYBEANS , YIELD, MEASURED IN BU / ACRE,36
2008,OKLAHOMA,40,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,360000
2008,OKLAHOMA,40,SOYBEANS , ACRES PLANTED, ACRES PLANTED,400000
2008,OKLAHOMA,40,SOYBEANS , YIELD, MEASURED IN BU / ACRE,25
2008,PENNSYLVANIA,42,SOYBEANS , ACRES HARVESTED, ACRES HARVESTED,430000
